,address1,city,cnty_cd,cooperator_address1,cooperator_address2,cooperator_city,cooperator_name,cooperator_state,cooperator_zip,county,description,fac_desc_short,fac_fax,fac_id,fac_opn_dat,fac_phone,fac_zip,facility_location,facility_name,latitude,longitude,main_site_facid,main_site_name,opcert_num,operator_address1,operator_address2,operator_city,operator_name,operator_state,operator_zip,ownership_type,region_office,ro_id,state
177,1101 Nott Street,Schenectady,46,,,,,New York,,Schenectady,Hospital,HOSP,,829,1901-01-01T00:00:00.000,5182434000.0,12308,"{'type': 'Point', 'coordinates': [-73.918747, 42.819839]}",Ellis Hospital,42.819839,-73.918747,,,4601001H,Route 146,,Schenectady,Ellis Hospital Inc,New York,12308,Not for Profit Corporation,Capital District Regional Office,4,New York
178,622 West 168th Street,New York,7093,,,,,New York,,New York,Hospital,HOSP,,1464,1980-02-01T00:00:00.000,2123052500.0,10032,"{'type': 'Point', 'coordinates': [-73.940704, 40.841415]}",New York Presbyterian Hospital - Columbia Presbyterian Center,40.841415,-73.940704,1458.0,New York Presbyterian Hospital - New York Weill Cornell Center,7002054H,622 West 168th Street,,New York,The New York and Presbyterian Hospital,New York,10032,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
179,600 Northern Blvd,Albany,1,315 South Manning Boulevard,,Albany,St. Peter's Health Partners,New York,12208.0,Albany,Hospital,HOSP,,4,1901-01-01T00:00:00.000,5184713221.0,12204,"{'type': 'Point', 'coordinates': [-73.749268, 42.674271]}",Albany Memorial Hospital,42.674271,-73.749268,,,0101003H,Memorial Hospital,,Albany,"Memorial Hospital, Albany NY",New York,12204,Not for Profit Corporation,Capital District Regional Office,4,New York
180,1270 Belmont Avenue,Schenectady,46,315 South Manning Boulevard,,Albany,St. Peter's Health Partners,New York,12208.0,Schenectady,Hospital,HOSP,,831,1901-01-01T00:00:00.000,5183824500.0,12308,"{'type': 'Point', 'coordinates': [-73.913651, 42.82206]}",Sunnyview Hospital and Rehabilitation Center,42.82206,-73.913651,,,4601004H,1270 Belmont Avenue,,Schenectady,Sunnyview Hospital and Rehabilitation Center Inc,New York,12308,Not for Profit Corporation,Capital District Regional Office,4,New York
181,1540 Maple Road,Amherst,14,,,,,New York,,Erie,Hospital,HOSP,,3067,1979-10-15T00:00:00.000,7165683600.0,14221,"{'type': 'Point', 'coordinates': [-78.72982, 42.991219]}",Millard Fillmore Suburban Hospital,42.991219,-78.72982,207.0,Buffalo General Medical Center,1401014H,100 High Street,,Buffalo,Kaleida Health,New York,14203,Not for Profit Corporation,Western Regional Office - Buffalo,1,New York
182,75 Beekman St,Plattsburgh,9,111 Colchester Avenue,,Burlington,"The University of Vermont Health Network, Inc.",New York,5401.0,Clinton,Hospital,HOSP,,135,1901-01-01T00:00:00.000,5185612000.0,12901,"{'type': 'Point', 'coordinates': [-73.466751, 44.700279]}",The University of Vermont Health Network - Champlain Valley Physicians Hospital,44.700279,-73.466751,,,0901001H,100 Beekman Street,,Plattsburgh,Champlain Valley Physicians Hospital Medical Center Inc,New York,12901,Not for Profit Corporation,Capital District Regional Office,4,New York
183,435 East Henrietta Road,Rochester,27,,,,,New York,,Monroe,Hospital,HOSP,,414,1901-01-01T00:00:00.000,5857606500.0,14620,"{'type': 'Point', 'coordinates': [-77.616165, 43.112251]}",Monroe Community Hospital,43.112251,-77.616165,,,2701006H,111 Westfall Road,,Rochester,County of Monroe,New York,14692,County,Western Regional Office - Rochester,2,New York
184,525 East 68th Street,New York,7093,,,,,New York,,New York,Hospital,HOSP,,1458,1978-02-01T00:00:00.000,2127465454.0,10021,"{'type': 'Point', 'coordinates': [-73.954926, 40.76408]}",New York Presbyterian Hospital - New York Weill Cornell Center,40.76408,-73.954926,,,7002054H,622 West 168th Street,,New York,The New York and Presbyterian Hospital,New York,10032,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
185,101 Dates Drive,Ithaca,54,101 Dates Drive,,Ithaca,"Cayuga Health System, Inc.",New York,14850.0,Tompkins,Hospital,HOSP,,977,1901-01-01T00:00:00.000,6072744011.0,14850,"{'type': 'Point', 'coordinates': [-76.536896, 42.469826]}",Cayuga Medical Center at Ithaca,42.469826,-76.536896,,,5401001H,1285 Trumansburg Road,,Ithaca,"Cayuga Medical Center at Ithaca, Inc",New York,14850,Not for Profit Corporation,Central New York Regional Office,3,New York
186,89 Genesee Street,Rochester,27,89 Genesee Street,,Rochester,Rochester Regional Health,New York,14611.0,Monroe,Hospital,HOSP,,412,1970-01-01T00:00:00.000,5857237000.0,14611,"{'type': 'Point', 'coordinates': [-77.636139, 43.14901]}",The Unity Hospital of Rochester-St Marys Campus,43.14901,-77.636139,471.0,The Unity Hospital of Rochester,2754001H,1555 Long Pond Road,,Rochester,Park Ridge Hospital Inc,New York,14626,Not for Profit Corporation,Western Regional Office - Rochester,2,New York
187,45th Avenue & Parsons Blvd,Flushing,7096,,,,,New York,,Queens,Hospital,HOSP,,1628,1901-01-01T00:00:00.000,7186705918.0,11355,"{'type': 'Point', 'coordinates': [-73.815475, 40.755531]}",Flushing Hospital Medical Center,40.755531,-73.815475,,,7003001H,45th Avenue And Parsons Boulevard,,Flushing,Flushing Hospital and Medical Center Inc,New York,11355,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
188,1 Guthrie Drive,Corning,50,1 Guthrie Square,,Sayre,The Guthrie Clinic,New York,18840.0,Steuben,Hospital,HOSP,,866,1901-01-01T00:00:00.000,6079377200.0,14830,"{'type': 'Point', 'coordinates': [-77.047562, 42.141293]}",Corning Hospital,42.141293,-77.047562,,,5001000H,South Wilbur Ave,,"Sayre, Pa",Corning Hospital Inc,New York,18840,Not for Profit Corporation,Western Regional Office - Rochester,2,New York
189,241 North Road,Poughkeepsie,13,,,,,New York,,Dutchess,Hospital,HOSP,,180,1901-01-01T00:00:00.000,8454835000.0,12601,"{'type': 'Point', 'coordinates': [-73.92942, 41.717392]}",Mid-Hudson Valley Division of Westchester Medical Center,41.717392,-73.92942,1139.0,Westchester Medical Center,5957001H,"100 Woods Road, Taylor Pavilion 2nd Floor",,Valhalla,Westchester County Health Care Corporation,New York,10595,Public Benefit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
190,41 East Post Road,White Plains,59,111 East 210th Street,,Bronx,"Montefiore Health System, Inc",New York,10467.0,Westchester,Hospital,HOSP,,1045,1901-01-01T00:00:00.000,9146810600.0,10601,"{'type': 'Point', 'coordinates': [-73.769585, 41.026333]}",White Plains Hospital Center,41.026333,-73.769585,,,5902001H,Davis Avenue At East Post Road,,White Plains,White Plains Hospital Medical Center,New York,10601,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
191,445 Tremont Street,North Tonawanda,31,,,,,New York,,Niagara,Hospital,HOSP,,581,1979-08-21T00:00:00.000,7166944500.0,14120,"{'type': 'Point', 'coordinates': [-78.862457, 43.026154]}",Degraff Memorial Hospital,43.026154,-78.862457,207.0,Buffalo General Medical Center,1401014H,100 High Street,,Buffalo,Kaleida Health,New York,14203,Not for Profit Corporation,Western Regional Office - Buffalo,1,New York
192,2600 William Street,Newfane,31,,,,,New York,,Niagara,Hospital,HOSP,,9894,2016-03-15T00:00:00.000,,14108,"{'type': 'Point', 'coordinates': [-78.708187, 43.288318]}",Eastern Niagara Hospital - Newfane Division,43.288318,-78.708187,565.0,Eastern Niagara Hospital - Lockport Division,3101000H,521 East Avenue,,Lockport,Eastern Niagara Hospital,New York,14094,Not for Profit Corporation,Western Regional Office - Buffalo,1,New York
193,550 First Avenue,New York,7093,,,,,New York,,New York,Hospital,HOSP,,1463,1980-06-17T00:00:00.000,2122635500.0,10016,"{'type': 'Point', 'coordinates': [-73.974159, 40.742874]}",NYU Langone Hospitals,40.742874,-73.974159,,,7002053H,550 First Avenue,,New York,NYU Langone Hospitals,New York,10016,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
194,15 Maple Avenue,Warwick,35,255 Lafayette Avenue,,Suffern,Bon Secours Charity Health System Inc.,New York,10901.0,Orange,Hospital,HOSP,,704,1901-01-01T00:00:00.000,8459862276.0,10990,"{'type': 'Point', 'coordinates': [-74.357185, 41.260586]}",St Anthony Community Hospital,41.260586,-74.357185,,,3529000H,15-19 Maple Avenue,,Warwick,Franciscan Sisters of the Poor Inc,New York,10990,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
195,888 Old Country Road,Plainview,29,2000 Marcus Ave.,,New Hyde Park,"Northwell Healthcare, Inc.",New York,11042.0,Nassau,Hospital,HOSP,,552,1979-02-01T00:00:00.000,5167193000.0,11803,"{'type': 'Point', 'coordinates': [-73.478264, 40.774471]}",Plainview Hospital,40.774471,-73.478264,,,2952005H,888 Old County Road,,Plainview,Plainview Hospital,New York,11803,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,7,New York
196,327 Beach 19th Street,Far Rockaway,7096,,,,,New York,,Queens,Hospital,HOSP,,1635,1979-09-27T00:00:00.000,7188687320.0,11691,"{'type': 'Point', 'coordinates': [-73.752769, 40.598637]}",St Johns Episcopal Hospital So Shore,40.598637,-73.752769,,,7001024H,393 Front St,,Hempstead,Episcopal Health Services Inc,New York,11550,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
197,601 Elmwood Avenue,Rochester,27,,,,,New York,,Monroe,Hospital,HOSP,5852731118.0,413,1901-01-01T00:00:00.000,5852758387.0,14642,"{'type': 'Point', 'coordinates': [-77.623779, 43.124336]}",Strong Memorial Hospital,43.124336,-77.623779,,,2701005H,601 Elmwood Avenue,,Rochester,University of Rochester Inc,New York,14620,Not for Profit Corporation,Western Regional Office - Rochester,2,New York
198,100 Woods Road,Valhalla,59,,,,,New York,,Westchester,Hospital,HOSP,9144938027.0,1139,1901-01-01T00:00:00.000,9144937018.0,10595,"{'type': 'Point', 'coordinates': [-73.803993, 41.08773]}",Westchester Medical Center,41.08773,-73.803993,,,5957001H,"100 Woods Road, Taylor Pavilion 2nd Floor",,Valhalla,Westchester County Health Care Corporation,New York,10595,Public Benefit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
199,5141 Broadway,New York,7093,,,,,New York,,New York,Hospital,HOSP,,3975,1988-07-18T00:00:00.000,2123053710.0,10034,"{'type': 'Point', 'coordinates': [-73.912773, 40.872475]}",New York Presbyterian Hospital - Allen Hospital,40.872475,-73.912773,1458.0,New York Presbyterian Hospital - New York Weill Cornell Center,7002054H,622 West 168th Street,,New York,The New York and Presbyterian Hospital,New York,10032,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
200,7571 State Route 54,Bath,50,600 Roe Avenue,,Elmira,Arnot Ogden Medical Center,New York,14901.0,Steuben,Hospital,HOSP,,873,1901-01-01T00:00:00.000,6077768500.0,14810,"{'type': 'Point', 'coordinates': [-77.278656, 42.372952]}",Ira Davenport Memorial Hospital Inc,42.372952,-77.278656,,,5022000H,Po Box 350 Route 54,,Bath,Ira Davenport Memorial Hospital Inc,New York,14810,Not for Profit Corporation,Western Regional Office - Rochester,2,New York
201,100 Port Washington Boulevard,Roslyn,29,1 Huntington Quadrangle,,Melville,"Catholic Health System of Long Island, Inc.",New York,11747.0,Nassau,Hospital,HOSP,,563,1901-01-01T00:00:00.000,5165626000.0,11576,"{'type': 'Point', 'coordinates': [-73.669098, 40.800301]}",St Francis Hospital,40.800301,-73.669098,,,2953000H,1 Huntington Quadrangle Suite 4 Co4,,Melville,St Francis Hospital Inc,New York,11747,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,7,New York
202,1 Hospital Drive,Massena,44,,,,,New York,,Saint Lawrence,Hospital,HOSP,,804,1901-01-01T00:00:00.000,3157641711.0,13662,"{'type': 'Point', 'coordinates': [-74.907951, 44.936363]}",Massena Memorial Hospital,44.936363,-74.907951,,,4402000H,Town Hall,,Massena,Town of Massena,New York,13662,Municipality,Central New York Regional Office,3,New York
203,160 East Main Street,Port Jervis,35,255 Lafayette Avenue,,Suffern,Bon Secours Charity Health System Inc.,New York,10901.0,Orange,Hospital,HOSP,,708,1901-01-01T00:00:00.000,8458565351.0,12771,"{'type': 'Point', 'coordinates': [-74.682487, 41.367916]}",Bon Secours Community Hospital,41.367916,-74.682487,,,3535001H,160 East Main Street,,Port Jervis,Bon Secours Community Hospital,New York,12771,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
204,207 Foote Avenue,Jamestown,6,207 Foote Avenue,,Jamestown,"UPMC Chautauqua Services, Inc.",New York,14701.0,Chautauqua,Hospital,HOSP,7166648336.0,103,1901-01-01T00:00:00.000,7164870141.0,14701,"{'type': 'Point', 'coordinates': [-79.232872, 42.091236]}",UPMC Chautauqua at WCA,42.091236,-79.232872,,,0602001H,207 Foote Avenue,,Jamestown,UPMC Chautauqua at WCA,New York,14701,Not for Profit Corporation,Western Regional Office - Buffalo,1,New York
205,240 Meeting House Lane,Southampton,51,,,,,New York,,Suffolk,Hospital,HOSP,,889,1901-01-01T00:00:00.000,5167268200.0,11968,"{'type': 'Point', 'coordinates': [-72.380692, 40.885757]}",University Hospital - Stony Brook Southampton Hospital,40.885757,-72.380692,245.0,University Hospital,5151001H,178-50 Linden Blvd,,Jamaica,State University of New York,New York,11434,State,Metropolitan Area Regional Office - Long Island,7,New York
206,221 Jericho Turnpike,Syosset,29,2000 Marcus Ave.,,New Hyde Park,"Northwell Healthcare, Inc.",New York,11042.0,Nassau,Hospital,HOSP,,550,1984-11-18T00:00:00.000,5164966400.0,11791,"{'type': 'Point', 'coordinates': [-73.508614, 40.810238]}",Syosset Hospital,40.810238,-73.508614,541.0,North Shore University Hospital,2951001H,300 Community Drive,,Manhasset,North Shore University Hospital Inc,New York,11030,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,7,New York
207,1752 Park Avenue,New York,7093,,,,,New York,,New York,Hospital,HOSP,,1486,1901-01-01T00:00:00.000,2123188000.0,10035,"{'type': 'Point', 'coordinates': [-73.940811, 40.802979]}",Henry J. Carter Specialty Hospital,40.802979,-73.940811,,,7002050H,125 Worth Street,,New York,New York City Health and Hospital Corporation,New York,10013,Municipality,Metropolitan Area Regional Office - New York City,5,New York
208,396 Broadway,Kingston,55,741 Grant Street,,Lake Katrine,"Health Alliance, Inc",New York,12449.0,Ulster,Hospital,HOSP,8453313238.0,990,1901-01-01T00:00:00.000,8453342750.0,12401,"{'type': 'Point', 'coordinates': [-73.995453, 41.92643]}",HealthAlliance Hospital Broadway Campus,41.92643,-73.995453,,,5501001H,396 Broadway,,Kingston,HealthAlliance Hospital Broadway Campus,New York,12401,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
209,196-198 North Street,Geneva,34,,,,,New York,,Ontario,Hospital,HOSP,,671,1901-01-01T00:00:00.000,3157874000.0,14456,"{'type': 'Point', 'coordinates': [-76.987427, 42.875748]}",Geneva General Hospital,42.875748,-76.987427,,,3402000H,196 198 North Street,,Geneva,Geneva General Hospital Inc,New York,14456,Not for Profit Corporation,Western Regional Office - Rochester,2,New York
210,451 Clarkson Avenue,Brooklyn,7095,,,,,New York,,Kings,Hospital,HOSP,,1301,1901-01-01T00:00:00.000,7182453901.0,11203,"{'type': 'Point', 'coordinates': [-73.944099, 40.655823]}",Kings County Hospital Center,40.655823,-73.944099,,,7001016H,125 Worth Street,,New York,New York City Health and Hospital Corporation,New York,10013,Municipality,Metropolitan Area Regional Office - New York City,5,New York
211,102-01 66th Road,Forest Hills,7096,2000 Marcus Ave.,,New Hyde Park,"Northwell Healthcare, Inc.",New York,11042.0,Queens,Hospital,HOSP,,1638,1901-01-01T00:00:00.000,5165624060.0,11375,"{'type': 'Point', 'coordinates': [-73.851036, 40.728745]}",Long Island Jewish Forest Hills,40.728745,-73.851036,1630.0,Long Island Jewish Medical Center,7003004H,270-05 76 Avenue,,New Hyde Park,Long Island Jewish Medical Center,New York,11040,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
212,3201 Kings Highway,Brooklyn,7095,One Gustave L. Levy Place,,New York,"Mount Sinai Hospitals Group, Inc.",New York,10029.0,Kings,Hospital,HOSP,,1324,1979-08-01T00:00:00.000,7189513000.0,11234,"{'type': 'Point', 'coordinates': [-73.94323, 40.617954]}",Mount Sinai Brooklyn,40.617954,-73.94323,1439.0,Mount Sinai Beth Israel,7002002H,10 Nathan Perlman Place,,New York,Beth Israel Medical Center Inc,New York,10003,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
213,43 New Scotland Avenue,Albany,1,New Scotland Avenue,,Albany,Albany Medical Center,New York,12208.0,Albany,Hospital,HOSP,5182623398.0,1,1901-01-01T00:00:00.000,5182623474.0,12208,"{'type': 'Point', 'coordinates': [-73.773834, 42.65337]}",Albany Medical Center Hospital,42.65337,-73.773834,,,0101000H,New Scotland Avenue,,Albany,Albany Medical Center Hospital,New York,12208,Not for Profit Corporation,Capital District Regional Office,4,New York
214,259 First Street,Mineola,29,550 First Avenue,,New York,NYU Langone Health System,New York,10016.0,Nassau,Hospital,HOSP,,511,1901-01-01T00:00:00.000,5166630333.0,11501,"{'type': 'Point', 'coordinates': [-73.643082, 40.741699]}",NYU Winthrop Hospital,40.741699,-73.643082,,,2908000H,259 First St,,Mineola,NYU Winthrop Hospital,New York,11501,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,7,New York
215,275 North Street,Harrison,59,,,,,New York,,Westchester,Hospital,HOSP,9149255156.0,1133,1979-08-01T00:00:00.000,9149255300.0,10528,"{'type': 'Point', 'coordinates': [-73.710457, 40.989265]}",St Joseph's MC-St Vincents Westchester Division,40.989265,-73.710457,1098.0,St Joseph's Medical Center,5907002H,127 S Broadway,,Yonkers,"St. Josephs Hospital, Yonkers",New York,10701,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
216,75 North Country Road,Port Jefferson,51,,,,,New York,,Suffolk,Hospital,HOSP,,895,1901-01-01T00:00:00.000,6314731320.0,11777,"{'type': 'Point', 'coordinates': [-73.053894, 40.93816]}",John T Mather Memorial Hospital of Port Jefferson New York Inc,40.93816,-73.053894,,,5149000H,North Country Road,,Port Jefferson,John T Mather of Port Jefferson NY Inc,New York,11777,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,7,New York
217,127 South Broadway,Yonkers,59,,,,,New York,,Westchester,Hospital,HOSP,,1098,1901-01-01T00:00:00.000,9143787000.0,10701,"{'type': 'Point', 'coordinates': [-73.896957, 40.929512]}",St Joseph's Medical Center,40.929512,-73.896957,,,5907002H,127 S Broadway,,Yonkers,"St. Josephs Hospital, Yonkers",New York,10701,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
218,462 First Avenue,New York,7093,,,,,New York,,New York,Hospital,HOSP,,1438,1901-01-01T00:00:00.000,2125624132.0,10016,"{'type': 'Point', 'coordinates': [-73.976509, 40.739605]}",Bellevue Hospital Center,40.739605,-73.976509,,,7002001H,125 Worth Street,,New York,New York City Health and Hospital Corporation,New York,10013,Municipality,Metropolitan Area Regional Office - New York City,5,New York
219,1000 South Avenue,Rochester,27,South Avenue At Bellevue Dr,,Rochester,Highland Hospital of Rochester Inc,New York,14620.0,Monroe,Hospital,HOSP,,409,1901-01-01T00:00:00.000,5854732200.0,14620,"{'type': 'Point', 'coordinates': [-77.607544, 43.135769]}",Highland Hospital,43.135769,-77.607544,,,2701001H,601 Elmwood Avenue,,Rochester,"Strong Partners Health System, Inc.",New York,14642,Not for Profit Corporation,Western Regional Office - Rochester,2,New York
220,2209 Genesee Street,Utica,32,,,,,New York,,Oneida,Hospital,HOSP,,7528,1997-10-16T00:00:00.000,3158230808.0,13501,"{'type': 'Point', 'coordinates': [-75.267189, 43.083561]}","Mohawk Valley Heart Institute, Inc",43.083561,-75.267189,,,3202004H,2209 Genesee Street,,Utica,"Mohawk Valley Heart Institute, Inc",New York,13501,Not for Profit Corporation,Central New York Regional Office,3,New York
221,1740-70 Eastchester Road,Bronx,7094,,,,,New York,,Bronx,Hospital,HOSP,,1175,1901-01-01T00:00:00.000,7185182244.0,10461,"{'type': 'Point', 'coordinates': [-73.844658, 40.847294]}",Calvary Hospital Inc,40.847294,-73.844658,,,7000011H,1740-70 Eastchester Road,,Bronx,Calvary Hospital Inc.,New York,10461,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
222,211 Church Street,Saratoga Springs,45,New Scotland Avenue,,Albany,Albany Medical Center,New York,12208.0,Saratoga,Hospital,HOSP,,818,1901-01-01T00:00:00.000,5185873222.0,12866,"{'type': 'Point', 'coordinates': [-73.796341, 43.084843]}",Saratoga Hospital,43.084843,-73.796341,,,4501000H,211 Church Street,,Saratoga Springs,The Saratoga Hospital Inc,New York,12866,Not for Profit Corporation,Capital District Regional Office,4,New York
223,707 East Main Street,Middletown,35,4 Harriman Drive,,Goshen,"Greater Hudson Valley Health System, Inc.",New York,10924.0,Orange,Hospital,HOSP,8453332801.0,699,1901-01-01T00:00:00.000,8453331000.0,10940,"{'type': 'Point', 'coordinates': [-74.368744, 41.439953]}",Orange Regional Medical Center,41.439953,-74.368744,,,3523000H,4 Harriman Drive,,Goshen,Orange Regional Medical Center,New York,10924,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
224,One Atwell Road,Cooperstown,38,1 Atwell Road,,Cooperstown,Bassett Healthcare Network,New York,13326.0,Otsego,Hospital,HOSP,,746,1901-01-01T00:00:00.000,6075473456.0,13326,"{'type': 'Point', 'coordinates': [-74.922684, 42.695793]}",Mary Imogene Bassett Hospital,42.695793,-74.922684,,,3824000H,Atwell Road,,Cooperstown,Mary Imogene Bassett Hospital Inc,New York,13326,Not for Profit Corporation,Capital District Regional Office,4,New York
225,750 East Adams Street,Syracuse,33,,,,,New York,,Onondaga,Hospital,HOSP,,635,1901-01-01T00:00:00.000,3154645540.0,13210,"{'type': 'Point', 'coordinates': [-76.138809, 43.042622]}",University Hospital SUNY Health Science Center,43.042622,-76.138809,,,3301007H,178-50 Linden Blvd,,Jamaica,State University of New York,New York,11434,State,Central New York Regional Office,3,New York
226,191 North Main Street,Wellsville,2,,,,,New York,,Allegany,Hospital,HOSP,,39,1901-01-01T00:00:00.000,5855931100.0,14895,"{'type': 'Point', 'coordinates': [-77.949974, 42.122921]}",Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp,42.122921,-77.949974,,,0228000H,191 North Main Street,,Wellsville,The Memorial Hospital of William F & Gertrude F Jones Inc,New York,14895,Not for Profit Corporation,Western Regional Office - Buffalo,1,New York
227,1000 North Village Avenue,Rockville Centre,29,1 Huntington Quadrangle,,Melville,"Catholic Health System of Long Island, Inc.",New York,11747.0,Nassau,Hospital,HOSP,,513,1979-08-01T00:00:00.000,5167052525.0,11570,"{'type': 'Point', 'coordinates': [-73.63324, 40.688408]}",Mercy Medical Center,40.688408,-73.63324,,,2909000H,393 Front Street,,Hempstead,Mercy Medical Center,New York,11530,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,7,New York
