,accounts_payable,accounts_receivable,allowable_dsh_percentage,buildings,cash_on_hand_and_in_banks,ccn_facility_type,city,combined_outpatient_inpatient,contract_labor,cost_of_charity_care,cost_of_uncompensated_care,cost_to_charge_ratio,county,deferred_income,depreciation_cost,disproporationate_share,drg_amounts_after_october,drg_amounts_before_october,fiscal_year_begin_date,fiscal_year_end_date,fixed_equipment,fte_employees_on_payroll,general_fund_balance,gross_revenue,health_information_technology,hospital_name,hospital_number_of_beds_for,hospital_total_bed_days,hospital_total_days_title_1,hospital_total_days_title_2,hospital_total_days_v_xviii,hospital_total_discharges_1,hospital_total_discharges_2,hospital_total_discharges_3,inpatient_revenue,inpatient_total_charges,inventory,investments,land,land_improvements,leasehold_improvements,less_allowances_for,less_contractual_allowance,less_total_operating_expense,major_movable_equipment,managed_care_simulated,medicaid_charges,medicare_cbsa_number,minor_equipment_depreciable,mortgage_payable,net_income,net_income_from_service_to,net_patient_revenue,net_revenue_from_medicaid,net_revenue_from_stand_alone,notes_and_loans_payable_short,notes_payable,notes_receivable,number_of_beds,number_of_beds_total_for,number_of_interns_and,other_assets,other_current_assets,other_current_liabilities,other_long_term_liabilities,outlier_payments_for,outpatient_revenue,outpatient_total_charges,overhead_non_salary_costs,payroll_taxes_payable,prepaid_expenses,provider_ccn,provider_type,rural_versus_urban,salaries_wages_and_fees,stand_alone_schip_charges,state_code,street_address,temporary_investments,total_assets,total_bad_debt_expense,total_bed_days_available,total_bed_days_available_1,total_costs,total_current_assets,total_current_liabilities,total_days_title_xix,total_days_title_xix_total,total_days_title_xviii,total_days_title_xviii_total,total_days_v_xviii_xix_unknown,total_days_v_xviii_xix_unknown_1,total_discharges_title_xix,total_discharges_title_xix_1,total_discharges_title_xviii,total_discharges_title_xviii_1,total_discharges_v_xviii,total_discharges_v_xviii_1,total_fixed_assets,total_fund_balances,total_ime_payment,total_income,total_liabilities,total_liabilities_and_fund,total_long_term_liabilities,total_other_assets,total_other_expenses,total_other_income,total_salaries_adjusted,total_salaries_from_worksheet,total_unreimbursed_and,type_of_control,unsecured_loans,wage_related_costs_core,wage_related_costs_for_interns,wage_related_costs_for_part,wage_related_costs_rhc_fqhc,zip_code
149,9256000.0,25881000.0,,23487000.0,1000.0,STH,PLAINVIEW,543297472.0,1663589.0,1220453.0,3855187.0,0.27,NASSAU,,5047625.0,,9977421.0,29006740.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,13847000.0,1145.0,-28743000.0,543297470.0,,PLAINVIEW HOSPITAL,168.0,61320.0,21056.0,681.0,37852.0,4178.0,166.0,8597.0,335911127.0,335911129.0,,,7865000.0,560000.0,38000.0,-6038000.0,386529827.0,189390763.0,14650000.0,14784869.0,39370942.0,35004.0,,13176000.0,-1602105.0,-32623120.0,156767643.0,7115283.0,5645015.0,,,,189.0,189.0,41.0,13244000.0,13966000.0,6101000.0,62248000.0,673195.0,207386343.0,207386343.0,93098121.0,,,330331,4,U,12757000.0,12205247.0,NY,888 OLD COUNTRY ROAD,,79868000.0,1461789.0,68985.0,68985.0,147230926.0,33810000.0,32732000.0,810.0,810.0,24050.0,24050.0,43273.0,43340.0,166.0,166.0,4178.0,4178.0,8597.0,8597.0,32814000.0,-28288000.0,5759147.0,-1602105.0,108156000.0,79868000.0,75424000.0,13244000.0,,31021015.0,96292642.0,96292642.0,6353161.0,2,,27972776.0,1563559.0,690435.0,,11803
150,6474000.0,13331000.0,,19250000.0,5734000.0,STH,BETHPAGE,455308101.0,432770.0,732089.0,1720178.0,0.23,NASSAU,,4448131.0,,6461092.0,18083540.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,16053000.0,686.0,3159000.0,455308101.0,,ST. JOSEPH HOSPITAL,175.0,63875.0,14351.0,397.0,27719.0,2793.0,117.0,6077.0,288408678.0,287935732.0,1780000.0,,7390000.0,370000.0,,-1846000.0,358022850.0,110372548.0,,8138514.0,43489573.0,35004.0,,14329000.0,-8679001.0,-13087297.0,97285251.0,8459077.0,,950000.0,,,203.0,203.0,1.0,14222000.0,1635000.0,7131000.0,25915000.0,750256.0,166899423.0,167372369.0,59012173.0,,330000.0,330332,4,U,5487000.0,,NY,4295 HEMPSTEAD TURNPIKE,,63952000.0,1134737.0,74095.0,74095.0,105390228.0,21148000.0,20042000.0,486.0,486.0,17564.0,17564.0,33925.0,33925.0,117.0,117.0,2793.0,2793.0,6077.0,6077.0,28582000.0,3666000.0,87885.0,-8679203.0,60286000.0,63952000.0,40244000.0,14222000.0,-202.0,4408094.0,51360375.0,51360375.0,1720178.0,1,,15006761.0,1970.0,106208.0,,11714
151,13801654.0,20252161.0,0.048,73981799.0,5946193.0,STH,SOUTHAMPTON,421440798.0,283733.0,5261919.0,6505581.0,0.26,SUFFOLK,,6442323.0,225490.0,4961018.0,13713146.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,15974238.0,824.0,23141117.0,421440798.0,,SOUTHAMPTON HOSPITAL,86.0,31390.0,8706.0,758.0,17159.0,2391.0,207.0,5111.0,167601432.0,167601432.0,2178901.0,,1335585.0,1065375.0,,-5409985.0,294065849.0,135007841.0,82276784.0,2013658.0,58154975.0,35004.0,,37705187.0,4558992.0,-7632892.0,127374949.0,8902865.0,,2589417.0,,,94.0,94.0,44.0,14696827.0,4653604.0,13997062.0,10637080.0,393370.0,253839366.0,253839366.0,73333763.0,,553011.0,330340,2,U,3687905.0,,NY,240 MEETING HOUSE LANE,9856296.0,110838937.0,4800000.0,34310.0,34310.0,107970103.0,39080615.0,34076038.0,878.0,878.0,9668.0,9668.0,20625.0,20625.0,207.0,207.0,2391.0,2391.0,5111.0,5111.0,57061495.0,28420632.0,5943094.0,4558992.0,82418305.0,110838937.0,48342267.0,14696827.0,,12191884.0,61674044.0,61674044.0,12501614.0,2,,20519854.0,962548.0,87020.0,238742.0,11968
152,70213174.0,51278275.0,0.438,,21524792.0,STH,BROOKLYN,995738438.0,7403990.0,6672917.0,16089150.0,0.48,KINGS,,37239618.0,2717415.0,6201310.0,18603930.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,,3283.0,-271767630.0,995738438.0,,UNIVERSITY HOSPITAL OF BROOKLYN,482.0,125212.0,14389.0,8336.0,62630.0,2658.0,1544.0,14282.0,544697207.0,555048776.0,19294000.0,,,,,,451949894.0,664177709.0,,21281830.0,585033075.0,35644.0,,87836812.0,2772024.0,-120389165.0,543788544.0,309987446.0,,125071755.0,,,603.0,710.0,326.0,564984906.0,139927144.0,133881134.0,789614427.0,4605896.0,451041231.0,440689662.0,367572905.0,,,330350,1,U,74835578.0,,NY,445 LENOX ROAD,,1009685250.0,19950729.0,156323.0,183608.0,475553977.0,297926752.0,404001641.0,11302.0,14405.0,17190.0,19777.0,82486.0,91688.0,1544.0,1744.0,2658.0,2827.0,14282.0,14998.0,146773592.0,-271767630.0,14414607.0,2772024.0,1281452880.0,1009685250.0,877451239.0,564984906.0,,123161189.0,296604804.0,296604804.0,16089150.0,10,,76096176.0,7866776.0,3291229.0,,11203
153,8109000.0,43397000.0,0.255,85303000.0,298000.0,STH,FOREST HILLS,709697951.0,273575.0,4627880.0,11516309.0,0.26,QUEENS,,8982203.0,2349021.0,8532511.0,28314866.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,14974000.0,1401.0,-11954000.0,709697951.0,,FOREST HILLS HOSPITAL,199.0,72635.0,23591.0,4312.0,66673.0,4274.0,1034.0,15272.0,504693328.0,504693328.0,,,1013000.0,13000.0,3949.0,-13963000.0,490157800.0,242166912.0,19145000.0,25759854.0,192774906.0,35644.0,224000.0,19742000.0,7232291.0,-22626761.0,219540151.0,42191287.0,107716.0,,,,227.0,227.0,42.0,18373803.0,25057000.0,26477000.0,64937000.0,547947.0,205004623.0,205004623.0,121506787.0,,,330353,2,U,17974000.0,612588.0,NY,102 - 66TH ROAD,,125464000.0,7053592.0,82855.0,82855.0,187757981.0,54789000.0,52560000.0,4668.0,4668.0,26022.0,26022.0,77475.0,78723.0,1034.0,1034.0,4274.0,4274.0,15272.0,15272.0,52301197.0,-11775000.0,6087426.0,7232291.0,137239000.0,125464000.0,84679000.0,18373803.0,,29859052.0,120660125.0,120660125.0,20364652.0,2,,35431452.0,849309.0,932315.0,,11375
154,27318651.0,87567141.0,,573971189.0,144654528.0,STH,BUFFALO,952604707.0,,,,,ERIE,,35276768.0,,,,2014-04-01T00:00:00.000,2015-03-31T00:00:00.000,205493089.0,2934.0,150022197.0,952604694.0,,ROSWELL PARK CANCER INSTITUTE,117.0,42725.0,8700.0,894.0,35348.0,943.0,111.0,4452.0,344275154.0,345531139.0,6573161.0,21260833.0,4291887.0,441.0,,-18513000.0,531450761.0,597999004.0,,,,15380.0,,,15318557.0,-176845071.0,421153933.0,,,13278850.0,209486078.0,,133.0,133.0,51.0,271957362.0,2251281.0,101745536.0,356861802.0,,608329540.0,607073568.0,426818928.0,,7705152.0,330354,1,U,,,NY,ELM & CARLTON STREETS,29325835.0,858713114.0,,48565.0,48565.0,357476835.0,259564098.0,142343037.0,935.0,935.0,9641.0,9641.0,38072.0,38072.0,111.0,111.0,943.0,943.0,4452.0,4452.0,305930821.0,150022197.0,,23532482.0,708690917.0,858713114.0,566347880.0,293218195.0,8213925.0,200377553.0,,244230759.0,,10,,,,,,14263
155,10640000.0,35737000.0,0.111,35871000.0,3000.0,STH,VALLEY STREAM,557486994.0,129854.0,3803828.0,9966041.0,0.3,NASSAU,,6144966.0,627488.0,5575781.0,17056782.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,12763000.0,1127.0,-53180000.0,557500212.0,,FRANKLIN HOSPITAL,180.0,65700.0,12470.0,1851.0,33467.0,2449.0,396.0,7716.0,368533972.0,368520754.0,,,2108000.0,1209000.0,42000.0,-13492000.0,386362259.0,197443898.0,17281000.0,13351921.0,98244944.0,35004.0,,14567000.0,-693583.0,-26305945.0,171137953.0,15644684.0,35392.0,,,,196.0,337.0,6.0,18919000.0,7236000.0,42486000.0,57262000.0,133867.0,188966240.0,188966240.0,99900280.0,,,330372,2,U,13352000.0,248484.0,NY,900 FRANKLIN AVE.,,87580000.0,883380.0,71540.0,123005.0,165630859.0,29484000.0,66478000.0,1917.0,9475.0,13960.0,37351.0,36739.0,86209.0,396.0,538.0,2449.0,2612.0,7716.0,8259.0,39177000.0,-50727000.0,612960.0,-693583.0,138307000.0,87580000.0,71829000.0,18919000.0,,25612362.0,97543618.0,97543618.0,20722934.0,2,,27910969.0,,604134.0,,11580
156,18610393.0,16178218.0,0.63,86326149.0,57887.0,STH,BRONX,167777847.0,291966.0,23109609.0,52326930.0,0.99,BRONX,,6117187.0,596307.0,2827062.0,959611.0,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,74238787.0,1077.0,-89704405.0,351805441.0,,NORTH CENTRAL BRONX HOSPITAL,105.0,35127.0,2483.0,4944.0,19273.0,545.0,899.0,5511.0,174312469.0,83926194.0,929184.0,,,33681.0,,,131659846.0,211945898.0,34112204.0,4126878.0,181836784.0,35644.0,,,29564179.0,8199697.0,220145595.0,67682000.0,289897.0,,,,137.0,207.0,48.0,139956.0,-1981924.0,6400000.0,,264610.0,177492972.0,83851653.0,136048156.0,,,330385,2,U,254092851.0,1770651.0,NY,3424 KOSSUTH AVENUE,,215404982.0,28065540.0,45331.0,70881.0,167079192.0,189884936.0,279589341.0,5741.0,13957.0,3213.0,6895.0,24583.0,43329.0,899.0,1435.0,545.0,755.0,5511.0,6803.0,25380090.0,-64184359.0,1412094.0,29564179.0,279589341.0,215404982.0,,139956.0,,21364482.0,75897742.0,75897742.0,96989844.0,12,,37125730.0,,,,10467
157,15354695.0,27580848.0,0.202,67666510.0,12596111.0,STH,HARRIS,225014519.0,641868.0,5628322.0,7817621.0,0.33,SULLIVAN,,3924345.0,628588.0,3205591.0,9266380.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,2263077.0,555.0,29080316.0,225182676.0,,CATSKILL REGIONAL MEDICAL CENTER,92.0,33580.0,7190.0,1621.0,14740.0,1459.0,246.0,3208.0,119644327.0,119567348.0,,1527413.0,888426.0,2231186.0,,-16547709.0,148324994.0,83477564.0,59264279.0,,59741601.0,99933.0,,7163314.0,-3093570.0,-6619882.0,76857682.0,14578970.0,,658390.0,,,102.0,184.0,,7510902.0,2323884.0,4807014.0,8344795.0,493072.0,105538349.0,105447171.0,49256054.0,,,330386,4,R,,,NY,68 HARRIS BUSHVILLE ROAD,,69163208.0,6602411.0,37230.0,67160.0,74376061.0,32349895.0,20820099.0,2307.0,18787.0,7743.0,13580.0,17047.0,43915.0,246.0,420.0,1459.0,1597.0,3208.0,3701.0,27774998.0,32835000.0,,-3093570.0,36328208.0,69163208.0,15508109.0,9038315.0,,3526312.0,34221510.0,34221510.0,11826007.0,2,,10987897.0,,41057.0,,12742
158,,,,,,STH,NEW YORK,,,,,,,,,,,,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,,,,,,ROCKEFELLER UNIVERSITY HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330387,2,R,,,NY,1230 YORK AVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,10021
159,46106676.0,155423007.0,0.137,515133479.0,46818218.0,STH,STONY BROOK,2911206623.0,245683.0,7212984.0,62395008.0,0.29,SUFFOLK,,46693672.0,3969128.0,30273594.0,85782785.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,58858866.0,5809.0,387177059.0,2912520546.0,28464179.0,STONY BROOK UNIVERSITY HOSPITAL,439.0,160235.0,55319.0,7151.0,141958.0,9761.0,1220.0,32428.0,1938309908.0,2011949519.0,7889476.0,,21418.0,14020069.0,5478670.0,,1893000213.0,1109578030.0,276161864.0,28031906.0,502257862.0,35004.0,40176407.0,,9900212.0,-90057697.0,1019520333.0,87564922.0,6976492.0,,,6700000.0,563.0,603.0,437.0,293949777.0,980469.0,21720024.0,438904860.0,8910488.0,974210638.0,899257104.0,676557055.0,33429392.0,27699723.0,330393,3,U,31713602.0,16125751.0,NY,NICOLLS ROAD,,1017584573.0,180545088.0,205495.0,220095.0,850361279.0,295931449.0,191502654.0,10058.0,16025.0,59564.0,62472.0,182860.0,198057.0,1220.0,1628.0,9761.0,10009.0,32428.0,33728.0,427703347.0,387177059.0,46679129.0,-47214267.0,630407514.0,1017584573.0,438904860.0,293949777.0,-57114479.0,42843430.0,433020975.0,433020975.0,86881441.0,10,,141935221.0,12223705.0,,,11794-9112
160,25207026.0,149788836.0,0.143,266563027.0,11425132.0,STH,BINGHAMTON,1221115983.0,571076.0,873886.0,21084378.0,0.34,COUNTY,237580.0,23244551.0,1610392.0,12397527.0,32616904.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,12385606.0,3527.0,133910453.0,1227967361.0,,UHS,344.0,125560.0,29947.0,4821.0,69521.0,5240.0,755.0,15030.0,524594273.0,525268731.0,9475162.0,59056875.0,11685097.0,12426512.0,,-86997283.0,745071853.0,521672445.0,223639665.0,19098656.0,226942320.0,13780.0,,31511085.0,183235.0,-38776937.0,482895508.0,50558433.0,486198.0,11962573.0,13318400.0,,394.0,500.0,71.0,9267308.0,,34170850.0,114037555.0,1685975.0,703373088.0,695847252.0,325097780.0,2680983.0,12955173.0,330394,3,U,2612606.0,3440843.0,NY,10 - 42 MITCHELL AVENUE,25995172.0,370938967.0,43901855.0,143810.0,182500.0,415920421.0,125991346.0,76871618.0,6309.0,10015.0,31837.0,44686.0,86981.0,114236.0,755.0,1073.0,5240.0,5842.0,15030.0,16798.0,176623438.0,135200309.0,5833970.0,183235.0,235738658.0,370938967.0,158867040.0,68324183.0,,38960172.0,196574665.0,196574665.0,48509865.0,2,,57372419.0,997530.0,40158.0,,13903
161,23577000.0,14241000.0,0.418,50679954.0,5930000.0,STH,FAR ROCKAWAY,456081865.0,578261.0,11567509.0,15290687.0,0.34,QUEENS,,7305977.0,2806423.0,6345210.0,20516932.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,41993551.0,1185.0,6563000.0,454448091.0,,EPISCOPAL HEALTH SERVICES,150.0,54750.0,15739.0,7640.0,39576.0,2522.0,1557.0,7704.0,303292739.0,303394787.0,732000.0,30965000.0,929366.0,2902384.0,108934.0,,278540372.0,194340841.0,72934953.0,9151583.0,178389655.0,35644.0,,,-6747709.0,-18433122.0,175907719.0,53907169.0,,,,,170.0,376.0,151.0,27347861.0,15699000.0,33042000.0,65767000.0,199312.0,151155352.0,152687078.0,98616137.0,,,330395,4,U,13032000.0,,NY,327 BEACH 19TH ST,796000.0,143763000.0,6924319.0,62050.0,127297.0,155306381.0,42874000.0,69651000.0,9016.0,55388.0,18012.0,25252.0,46747.0,105292.0,1557.0,1856.0,2522.0,2799.0,7704.0,8388.0,42576139.0,8345000.0,12348818.0,-6747709.0,135418000.0,143763000.0,65767000.0,58312861.0,,11685413.0,95724704.0,95724704.0,20210587.0,1,,21212012.0,3436070.0,335371.0,,11691
162,32213728.0,31344079.0,0.752,171214000.0,795049.0,STH,BROOKLYN,357178751.0,26015629.0,93739877.0,134428136.0,0.99,KINGS,,13595456.0,1507473.0,6119892.0,1895379.0,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,240535669.0,2337.0,-160956535.0,807845945.0,,WOODHULL HOSPITAL CENTER,204.0,74460.0,5147.0,10499.0,43499.0,842.0,2275.0,9135.0,349004853.0,190537190.0,1211326.0,,,5506000.0,,,284077751.0,467047841.0,76219369.0,9964793.0,418714224.0,35644.0,,,100885473.0,56720353.0,523768194.0,150045000.0,549029.0,,,,238.0,371.0,128.0,50509.0,-3450241.0,12000000.0,,270952.0,458841092.0,166641561.0,291167410.0,,,330396,4,U,553063122.0,4206662.0,NY,760 BROADWAY,,514244932.0,41236676.0,86870.0,135415.0,354307431.0,436334159.0,597290694.0,12020.0,30438.0,5849.0,11097.0,51907.0,91057.0,2275.0,3370.0,842.0,1109.0,9135.0,11370.0,77860264.0,-83045762.0,4458121.0,100885473.0,597290694.0,514244932.0,,50509.0,,44165120.0,175880059.0,175880431.0,210907634.0,12,,72468412.0,4444935.0,,,11206
163,3987450.0,42159911.0,0.603,,3768289.0,STH,BROOKLYN,423524660.0,1959043.0,4218721.0,8637086.0,0.37,KINGS,,8136629.0,1401908.0,2082242.0,7223482.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,30012415.0,1174.0,31518709.0,423524661.0,,INTERFAITH MEDICAL CENTER,140.0,51100.0,7366.0,8901.0,38501.0,932.0,1199.0,6707.0,300570679.0,300570679.0,338559.0,4203814.0,,,10831084.0,-26944460.0,276136805.0,202867683.0,67729345.0,7590343.0,245505731.0,35644.0,,,-18149142.0,-55479827.0,147387856.0,73521728.0,,,,,153.0,243.0,129.0,15973690.0,,7068139.0,9494214.0,427341.0,122953982.0,122953981.0,105012825.0,,1221118.0,330397,2,U,10211411.0,,NY,1545 ATLANTIC AVENUE,,63502000.0,11903147.0,55845.0,88695.0,157209427.0,23316000.0,21267000.0,9169.0,25094.0,7976.0,12836.0,40574.0,71370.0,1199.0,2075.0,932.0,1211.0,6707.0,8454.0,20008496.0,32740786.0,5131927.0,-18149142.0,30761214.0,63502000.0,9494214.0,20177504.0,,37330685.0,97854858.0,97854858.0,26245367.0,2,,20131576.0,1807159.0,120006.0,,11213
164,37273018.0,32854806.0,0.717,346483413.0,6613291.0,STH,BRONX,828643819.0,1790261.0,10274313.0,34083754.0,0.36,BRONX,,21758114.0,2387308.0,3127649.0,10185096.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,53247453.0,2222.0,129892866.0,828643818.0,,ST. BARNABAS HOSPITAL,295.0,107675.0,7406.0,12669.0,57457.0,1508.0,3235.0,14906.0,512727916.0,512727916.0,,77449370.0,13542660.0,4190051.0,11810925.0,,515524107.0,368806566.0,192045912.0,19408707.0,441132878.0,35614.0,,81888124.0,-6536956.0,-55686855.0,313119711.0,164989981.0,,,,,336.0,584.0,272.0,20535818.0,6645331.0,17696360.0,76458218.0,126918.0,315915902.0,315915903.0,209092721.0,,4870400.0,330399,4,U,32533594.0,,NY,4422 THIRD AVENUE,703335.0,396654177.0,9478965.0,122640.0,213160.0,301927498.0,78410121.0,87502972.0,14975.0,72403.0,8440.0,15248.0,68974.0,153591.0,3235.0,3749.0,1508.0,1591.0,14906.0,15879.0,220258868.0,150804863.0,11900563.0,-6536956.0,245849314.0,396654177.0,158346342.0,97985188.0,,49149899.0,159713845.0,159713845.0,34083754.0,2,,46456374.0,4457702.0,1266697.0,,10457
165,17061000.0,32842000.0,,98008000.0,12437000.0,STH,SMITHTOWN,935878693.0,175737.0,567160.0,2483780.0,0.23,SUFFOLK,,7184317.0,,8575073.0,28503803.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,,1263.0,-67248000.0,935878692.0,,ST. CATHERINE OF SIENA MEDICAL CENTE,236.0,86140.0,22877.0,1323.0,45881.0,4033.0,226.0,9888.0,645620728.0,651044079.0,3536000.0,,14548000.0,3114000.0,,-5927000.0,717642176.0,256796813.0,64231000.0,,104234943.0,35004.0,,82144000.0,-23685000.0,-38560297.0,218236516.0,23460638.0,362132.0,578000.0,,,266.0,558.0,,35625000.0,16000.0,25313000.0,97456000.0,1052294.0,290257964.0,284834614.0,133439222.0,,2068000.0,330401,2,U,13469000.0,3063143.0,NY,50 ROUTE 25A,634000.0,169514000.0,3901987.0,97090.0,203670.0,219020128.0,48489000.0,56421000.0,1361.0,38613.0,26112.0,54787.0,54963.0,146837.0,226.0,474.0,4033.0,4338.0,9888.0,10947.0,85400000.0,-66507000.0,,-23724997.0,236021000.0,169514000.0,179600000.0,35625000.0,-39997.0,14835300.0,123357591.0,123357591.0,2838503.0,1,,28644712.0,,210244.0,,11787
166,2113507.0,9827540.0,,59538294.0,18471300.0,STH,WHITE PLAINS,122691303.0,522578.0,74880.0,1269430.0,0.47,WESTCHESTER,2169915.0,3939144.0,,732571.0,2802476.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,28241970.0,413.0,108318545.0,122691303.0,,BURKE REHABILITATION HOSPITAL,30.0,10950.0,3536.0,,4181.0,442.0,,530.0,103883407.0,103883407.0,543542.0,125014756.0,176475.0,6283450.0,,-1165000.0,62005337.0,71663837.0,42748198.0,,4211378.0,35644.0,,,-5148419.0,-10977871.0,60685966.0,2060780.0,,597718.0,,,30.0,150.0,,98173.0,,2614223.0,65733281.0,,18807896.0,18807896.0,30174804.0,,1602321.0,330404,2,U,3398239.0,,NY,785 MAMARONECK AVENUE,966942.0,192639968.0,203419.0,10950.0,54750.0,57924014.0,36135196.0,15177596.0,,740.0,3536.0,25209.0,4181.0,39151.0,,39.0,442.0,1810.0,530.0,2705.0,31391843.0,111729091.0,,-1381530.0,80910877.0,192639968.0,65733281.0,125112929.0,3766889.0,9596341.0,41489033.0,41489033.0,1269430.0,2,,9169499.0,,60332.0,,10605
167,1443324.0,18112494.0,,88816495.0,645922.0,STH,WEST HAVERSTRAW,99189341.0,,,,0.78,ROCKLAND,,3305115.0,,1607575.0,1894843.0,2014-04-01T00:00:00.000,2015-03-31T00:00:00.000,4875140.0,21.0,25486000.0,103278058.0,,HELEN HAYES HOSPITAL,18.0,6570.0,3251.0,95.0,3706.0,460.0,14.0,531.0,87324147.0,84445823.0,602599.0,82232.0,3660800.0,8148259.0,,-9748431.0,48222694.0,82949652.0,21641576.0,,6215850.0,35644.0,,6081560.0,2035110.0,-27894288.0,55055364.0,2908047.0,,507584.0,,,18.0,155.0,,1422620.0,270621.0,3288750.0,284512.0,,15953911.0,14743518.0,46225511.0,,,330405,2,U,7800579.0,,NY,HELEN HAYES HOSPITAL,3653280.0,44892309.0,,6570.0,56575.0,77844369.0,15965633.0,13040237.0,95.0,2035.0,3251.0,21356.0,3706.0,37244.0,14.0,92.0,460.0,1301.0,531.0,1958.0,27421824.0,25486000.0,,-27328325.0,19406309.0,44892309.0,6366072.0,1504852.0,-29363435.0,565963.0,36724141.0,36724141.0,234749.0,10,,9734736.0,,,,10993
168,2530277.0,20493758.0,,19691976.0,3206478.0,STH,SCHENECTADY,98150141.0,,,636512.0,0.47,SCHENECTADY,,1702001.0,,2262933.0,,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,12433155.0,58.0,33504909.0,103375424.0,,SUNNYVIEW HOSPITAL,17.0,6205.0,2821.0,38.0,4015.0,406.0,6.0,578.0,80926769.0,80926629.0,80512.0,19000.0,419624.0,1411817.0,449644.0,-13529433.0,51926453.0,49023200.0,8482189.0,,9925828.0,10580.0,,9204360.0,5866261.0,2425771.0,51448971.0,4196330.0,,355000.0,,,17.0,115.0,,13182262.0,473634.0,275251.0,1566820.0,,22448655.0,17223512.0,20719916.0,,146349.0,330406,4,U,2758410.0,,NY,1270 BELMONT AVENUE,16127908.0,54106109.0,350000.0,6205.0,41975.0,45689024.0,27452790.0,5918938.0,38.0,1500.0,2821.0,15616.0,4015.0,33630.0,6.0,60.0,406.0,1283.0,578.0,2380.0,13452057.0,37415991.0,,5611467.0,16690118.0,54106109.0,10771180.0,13201262.0,-254794.0,3185696.0,28303284.0,28303284.0,1060665.0,2,,4433001.0,,49314.0,,12308
169,217039.0,1281935.0,,1438852.0,2676528.0,STH,SIDNEY,24622210.0,,36167.0,419838.0,0.37,DELEWARE,,166751.0,,,,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,63488.0,53.0,3431819.0,24624237.0,,TRI TOWN REGIONAL HEALTHCARE,4.0,1460.0,,,,,,,,,112587.0,,,69113.0,320316.0,-411167.0,14881666.0,9271204.0,1320654.0,,6204391.0,99933.0,,,1620143.0,471367.0,9742571.0,1655739.0,22493.0,,,,4.0,4.0,,30806.0,,469276.0,14565.0,,24624237.0,24622210.0,6359228.0,,29355.0,330408,2,R,1052028.0,32192.0,NY,43 PEARL STREET WEST,,5243020.0,1043804.0,1460.0,1460.0,9064669.0,3859842.0,1738343.0,,,,,,,,,,,,,1352372.0,3490112.0,,1620143.0,1752908.0,5243020.0,14565.0,30806.0,,1148776.0,3002685.0,2939537.0,419838.0,2,,610040.0,,,,13838
170,,,,,,STH,TROY,,,,,,,,,,,,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,,,,,,BURDETT CARE CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330409,2,R,,,NY,2215 BURDETT AVE  SUITE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,12180
171,1826040.0,1289938.0,,8844921.0,441240.0,CAH,CUBA,11212847.0,,131365.0,300731.0,1.0,ALLEGANY,,1036041.0,,,,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,2263999.0,121.0,4467072.0,12224246.0,,CUBA MEMORIAL HOSPITAL INC,20.0,7300.0,89.0,7.0,262.0,26.0,2.0,88.0,8802946.0,8763746.0,65023.0,,21665.0,195631.0,220202.0,-413549.0,3786712.0,11658451.0,7131937.0,,1404062.0,99933.0,,,5177866.0,-3220917.0,8437534.0,861654.0,,1131350.0,82796.0,,20.0,81.0,,249258.0,,28868.0,27344.0,,3421300.0,2449101.0,5619587.0,648781.0,89458.0,331301,2,R,,,NY,140 W MAIN STREET,,8212251.0,184696.0,7300.0,29565.0,11236408.0,2509946.0,3635039.0,104.0,16585.0,2118.0,2282.0,3203.0,23369.0,2.0,2.0,26.0,26.0,88.0,88.0,5453047.0,4467072.0,,5177866.0,3745179.0,8212251.0,110140.0,249258.0,,8398783.0,,6038864.0,846089.0,2,,,,,,14727
